date,text,place,latitude,longitude
1944-06-05,"WWII: The German navy's Enigma messages are decoded in England almost in real time. British Group Captain James Stagg correctly forecasts a brief improvement in weather conditions over the English Channel , which will permit the following day's Normandy landings to take place (having been deferred from today due to unfavourable weather). At 10:15 p.m. local time, the BBC transmits coded messages including the second line of the Paul Verlaine poem "" Chanson d'automne "" to the French Resistance , indicating that the invasion of Europe is about to begin. More than 1,000 British bombers drop 5,000 tons of bombs on German gun batteries on the Normandy coast, in preparation for D-Day . US and British airborne divisions drop into Normandy, in preparation for D-Day. D-Day naval deceptions are launched.",England almost in real time,,
1944-06-10,"WWII: Oradour-sur-Glane massacre : 642 men, women and children are killed in France.",France,,
1944-06-13,WWII: Germany launches the first V-1 flying bomb attack on London.,,,
1944-06-15,WWII: Battle of Saipan : United States forces land on Saipan .,Saipan,,
1944-06-15,16 – WWII: Bombing of Yawata – The United States Army Air Forces conduct the first air raid on the Japanese home islands.,Yawata,,
1944-06-19,WWII: A severe storm badly damages the Mulberry harbours on the Normandy coast.,,,
1944-06-22,"WWII: Operation Bagration : A general attack by Soviet forces clears the German forces from Belarus , resulting in the destruction of German Army Group Centre , possibly the greatest defeat of the Wehrmacht during WWII. Burma Campaign : The Battle of Kohima ends in a British victory.",Wehrmacht during WWII,,
1944-06-25,"WWII: Battle of Tali-Ihantala (the largest battle ever in the Nordic countries ): Finland is able to resist the Soviet attack, and thus manages to remain an independent nation. Cherbourg is bombarded by ships of the United States Navy and British Royal Navy , in support of U.S. ground troops.",Nordic countries,,
1944-07-03,"WWII: Soviet troops liberate Minsk . Battle of Imphal : Japanese forces call off their advance, ending the battle with a British victory.",Imphal,,
1944-07-10,11 – WWII: Operation Jupiter during the Battle of Normandy of World War II: British strategic victory over German Panzer Corps.,Normandy of World War,,
1944-07-12,21 – WWII: Dortan massacre – 35–36 French civilians are killed by Ostlegionen (Cossacks) serving with the Wehrmacht .,,,
1944-07-17,"WWII: The largest convoy of the war embarks from Halifax Harbour , Nova Scotia , under Royal Canadian Navy protection. Port Chicago disaster : The SS E. A. Bryan , loaded with ammunition, explodes at the Port Chicago, California , Naval Magazine, killing 320 sailors and civilian personnel.",Port Chicago,,
1944-07-18,"WWII: American forces push back the Germans in Saint-Lô , capturing the city. British forces launch Operation Goodwood , an armoured offensive aimed at driving the Germans from the high ground to the south of Caen . The offensive ends 2 days later with minimal gains. Hideki Tōjō resigns as Prime Minister of Japan due to numerous setbacks in the war effort and is succeeded on July 22 by Kuniaki Koiso .",Caen,,
1944-07-21,"WWII: Battle of Guam : American troops land on Guam (the battle ends August 10 ). The Soviet-sponsored Polish Committee of National Liberation is created, in opposition to the Polish government-in-exile .",Guam,,
1944-07-25,"WWII: Operation Spring : One of the bloodiest days for Canadian forces during the war results in 1,550 casualties, including 450 killed, during the Normandy Campaign . Operation Cobra : American forces launch an air and ground offensive against the German defenders in western Normandy, forcing them to retreat. Battle of Tannenberg Line (or ""Battle of the Blue Hills"") in northeastern Estonia begins: The Red Army will gain a Pyrrhic victory by August 10.",,,
1944-08-04,"WWII: The Holocaust : A tip from a Dutch informer leads the Gestapo to a sealed-off area in an Amsterdam warehouse, where they find Jewish diarist Anne Frank , her family, and others in hiding. All will die in captivity, except for Otto Frank , Anne's father. The Finnish Parliament , by derogation , elects Marshal C. G. E. Mannerheim as President of Finland to replace Risto Ryti , who has resigned.",Finland to replace Risto Ryti,,
1944-08-05,"WWII: The Warsaw Uprising : The Wola massacre begins. Between now and August 12, 40,000 to 50,000 Polish civilians will be indiscriminately massacred by occupying SS troops. The Holocaust : Polish insurgents liberate a German labor camp in Warsaw , freeing 348 Jewish prisoners. Cowra breakout : Over 500 Japanese prisoners of war attempt a mass breakout from the Cowra camp in Australia. In the ensuing manhunt, 231 Japanese escapees and four Australian soldiers are killed.",Warsaw,,
1944-08-09,The United States Forest Service and the Wartime Advertising Council release the first posters featuring Smokey Bear .,,,
1944-08-12,"WWII: The Allies capture Florence , Italy. Sant'Anna di Stazzema massacre : The Waffen-SS and Black Brigades paramilitaries murder about 560 civilians and refugees (including more than 100 children) in the Italian village of Sant'Anna di Stazzema , burn their bodies, and leave their houses semi-derelict. In the Kara Sea , a German submarine U-365 torpedoes the passenger-cargo ship Marina Raskova. 618 people died. Operation Pluto : The world's first undersea oil pipeline is laid between England and France.",Italian village of Sant'Anna di Stazzema,,
1944-08-18,"WWII: American submarine USS Rasher sinks Teia Maru , Eishin Maru , Teiyu Maru , and aircraft carrier Taiyō from Japanese convoy HI71, in one of the most effective American "" wolfpack "" attacks of the war.",,,
1944-08-23,"WWII: King Michael's Coup : Ion Antonescu , Conducator of Romania , and Mihai Antonescu , Foreign Minister of Romania , are arrested and a new military government established. Romania leaves the war against the Soviet Union , joining the Allies . General Constantin Sanatescu is the ""armed force"" of the coup d'état and will be appointed by King Michael of Romania as prime minister of Romania on September 1. Padule di Fucecchio massacre : At least 174 Italian civilians are killed by members of the 23rd Infantry Division (Wehrmacht) as a reprisal for the wounding of two soldiers.",Romania,,
1944-08-24,"WWII: Liberation of Paris : Forces of Free France are the first of the Allies to enter Paris. As part of the Second Jassy–Kishinev offensive , the Soviet 3rd Ukrainian Front liberated the city of Chișinău . At Buchères in France, men of the 51st SS -Brigade massacre 68 civilians (half of them women) aged from 6 months to above seventy years. Japanese vessels attack and sink the submarine USS Harder off Luzon .",Luzon,,
1944-08-25,"WWII: German surrender of Paris :The Allies enter Paris in force and General Dietrich von Choltitz surrenders the city to them, in defiance of Hitler's orders to destroy it. This successfully completes Operation Overlord . Maillé massacre : 129 civilians (70% women and children) are massacred by the Gestapo at Maillé, Indre-et-Loire . Hungary decides to continue the war together with Germany. The Red Ball Express convoy system begins operation, supplying tons of materiel to Allied forces in France.",Paris,,
1944-09-07,WWII: The Belgian government in exile returns to Brussels from London. Members of Vichy France 's collaborationist government are relocated to Germany where an enclave is established for them in Sigmaringen Castle . Shin'yō Maru incident : Japanese cargo ship SS Shinyō Maru is torpedoed and sunk in the Sulu Sea by American submarine USS Paddle while carrying 750 American prisoners of war; 688 perish.,Sulu Sea by American submarine USS Paddle while carrying 750 American prisoners of,,
1944-09-08,"WWII: The first V-2 rocket attack on London takes place, launched from The Hague . Soviet forces begin the one and a half month-long Battle of the Dukla Pass . The French town of Menton is liberated from German forces. Bulgaria declares war on Germany .",Dukla Pass,,
1944-09-11,"WWII: The Laksevåg floating dry dock at Bergen (Norway) is sunk by British X-class submarine X-24 . An approaching formation of 36 US bombers is engaged by a German fighter squadron ( Jagdgeschwader ) in the Battle over the Ore Mountains . After the first German attack on the bombers, US Mustangs attack the German squadron in aerial dogfights.",Battle over the Ore Mountains,,
1944-09-13,"WWII: The Battle of Meligalas begins, between the Greek Resistance forces of the Greek People's Liberation Army (ELAS) and the collaborationist Security Battalions .",Greek People's Liberation Army,,
1944-09-15,WWII: The Battle of Peleliu begins in the Pacific.,Pacific,,
1944-09-17,"20 – WWII: Italian Campaign – In the Battle of San Marino , British and Empire forces take the occupied neutral republic of San Marino from the German Army.",Battle of San Marino,,
1944-09-19,"WWII: The Moscow Armistice between Finland and the Soviet Union is signed, ending the Continuation War . The Battle of Hürtgen Forest begins, east of the Belgian–German border.",,,
1944-09-22,"WWII: The Red Army captures Tallinn , Estonia . Prime Minister in Duties of the President of Estonia Jüri Uluots and 80,000 Estonian civilians manage to escape to Sweden and Germany. The evacuees include almost the entire population of Estonian Swedes . Soviet bombing raids on the evacuating ships sink several, with thousands on board.",Duties of the President of Estonia,,
1944-10-02,WWII: Nazi troops end the Warsaw Uprising . Home Army commander Tadeusz Bór-Komorowski signed the act of capitulation. This is followed by the Destruction of Warsaw .,,,
1944-10-16,WWII: American bombing of Salzburg destroys the dome of the city's cathedral and most of a Mozart family home.,Salzburg destroys the dome of the city's cathedral and most of a Mozart family home,,
1944-10-20,"WWII: Belgrade Offensive ends when Belgrade is liberated by Yugoslav Partisans , together with the Bulgarian Army and the Red Army , and the remnants of Nedić's collaborationist Serbian puppet state, the Government of National Salvation , are abolished. American and Filipino troops (with Filipino guerrillas) begin the Battle of Leyte in the Philippines . American forces land on Red Beach in Palo, Leyte , as General Douglas MacArthur returns to the Philippines with Philippine Commonwealth president Sergio Osmeña and Armed Forces of the Philippines Generals Basilio J. Valdes and Carlos P. Romulo . American forces land on the beaches in Dulag, Leyte , accompanied by Filipino troops entering the town, and fiercely opposed by the Japanese occupation forces. The combined forces liberate Tacloban . Operation Pheasant begins – an offensive in the Netherlands which supports the ongoing Battle of the Scheldt .",Philippines,,
1944-10-23,"26 – WWII: Naval Battle of Leyte Gulf in the Philippines – In the largest naval battle in history by most criteria and the last naval battle in history between battleships , combined United States and Australian naval forces decisively defeat the Imperial Japanese Navy . This is the first battle in which Japanese aircraft carry out organized kamikaze attacks.",Philippines,,
1944-11-01,"December 7 – Delegates of 52 nations meet at the International Civil Aviation Conference in Chicago, to plan for postwar international cooperation, framing the constitution of the International Civil Aviation Organization .",Chicago,,
1944-11-10,"WWII: Ammunition ship USS Mount Hood disintegrates from the accidental detonation of 3,800 tons of cargo, in the Seeadler Harbor fleet anchorage at Manus Island . 22 small boats are destroyed, 36 nearby ships damaged, 432 men are killed and 371 more are injured.",Seeadler Harbor fleet anchorage at Manus Island,,
