date,event
1911-05-30,"The first Indianapolis 500 automobile race is held in the United States, won by Ray Harroun at an average speed of 74.59 miles per hour."
1911-05-31,"The hull of the RMS Titanic is launched in Belfast, on the same day RMS Olympic starts her sea trials."
1911-06-07,"Mexican Revolution: Francisco Madero arrives in Mexico City, just after the 1911 Michoacán earthquake."
1911-06-14,"RMS Olympic departs Southampton, England, for her maiden voyage, with a first call at Cherbourg, France."
1911-06-15,"RMS Olympic arrives in Queenstown, Ireland, to discharge and take up passengers."
1911-06-21,"RMS Olympic arrives in New York at the end of her maiden voyage. She proceeds to her quarantine station off Staten Island, which she leaves at 7:45 a.m., and is saluted on her way up New York Harbor by all kinds of craft as she steams to Pier 59 in the North River. With the assistance of twelve tugs, Olympic is safely moored at 10 a.m."
1911-06-22,"George V and Mary are crowned King and Queen of the United Kingdom and the British Dominions, at Westminster Abbey in London. Moored at Pier 59 of New York Harbor, RMS Olympic is decorated for the occasion."
1911-06-23,"Frank C. Mars starts the Mars Candy Factory in Tacoma, Washington, origin of Mars, Incorporated, the global confectionery and pet food brand."
1911-06-28,"RMS Olympic departs New York for her maiden eastbound voyage home to Southampton, England."
1911-06-28,"The Nakhla meteorite falls in the Abu Hummus region of Egypt, providing evidence of water on Mars."
1911-06-28,"The Sixth Conference of the International Woman Suffrage Alliance is held in Stockholm, Sweden."
1911-07-01,The presence of the German warship Panther in the Moroccan port of Agadir triggers the Agadir Crisis.
1911-07-04,"RMS Olympic, having crossed the Atlantic, discharges passengers and mail off Plymouth, England."
1911-07-05,"RMS Olympic arrives in Southampton, England, ending her maiden eastbound voyage from New York."
1911-07-24,Hiram Bingham rediscovers Machu Picchu in Peru.
1911-07-25,"Headington Football Club merge with Headington Quarry to create Headington United, which much later becomes Oxford United F.C. in England."
1911-07-28,The Australasian Antarctic Expedition begins as the SY Aurora departs London.
1911-08-17,"20 – Britain's National Railway strike of 1911, its first national strike of railway workers; on August 19 it leads to the Llanelli riots in Wales which result in 6 deaths."
1911-08-21,Leonardo da Vinci 's Mona Lisa is stolen from the Louvre museum in Paris by Vincenzo Peruggia; the painting is returned in 1913.
1911-08-27,"CSKA Moscow, a professional multi-sports club in Russia, is officially founded."
1911-08-29,"Ishi, the last unassimilated Native American in the U.S. using stone tools, emerges from hiding near Oroville, California."
1911-09-18,"Pyotr Stolypin, 3rd Prime Minister of the Russian Empire is assassinated in Kiev by Leftist revolutionary Dmitry Bogrov and is succeeded by Count Vadimir Kokovtsov"
1911-09-20,"RMS Olympic collides with HMS Hawke in The Solent, causing considerable damage to both ships."
1911-09-25,"French battleship Liberté explodes at anchor in Toulon, France, killing around 300 onboard and in the surrounding area."
1911-09-29,Italy declares war on the Ottoman Empire.
1911-10-04,"China adopts "" Cup of Solid Gold "" as its first national anthem. However, it is never performed publicly and is replaced a few months later with a new composition."
1911-10-07,Liberal leader Karl Staaff returns as Prime Minister of Sweden after a Riksdag election victory based on the promises of defense cuts and social reforms.
1911-10-10,The Wuchang Uprising starts the Xinhai Revolution that leads to the founding of the Republic of China.
1911-10-16,"Mexican Revolution: Felix Diaz, nephew of Porfirio Díaz, occupies the port of Veracruz, as a sign of rebellion against Madero."
1911-10-20,Amundsen and Scott expeditions: Amundsen 's expedition sets out for the South Pole from his base camp.
1911-10-26,"In American baseball, the Philadelphia Athletics defeat the New York Giants, 13–2, to win the 1911 World Series in 6 games. The game is tied 1–1 after three innings, but with four runs in the fourth, and seven runs in the seventh, the A's demolish the Giants. The most unusual play of the game is an inside-the-park home run made by the A's Jack Barry, on a bunt."
1911-11-01,"The world's first combat aerial bombing mission takes place in Libya, during the Italo-Turkish War. Second Lieutenant Giulio Gavotti of Italy drops several small bombs."
1911-11-01,Amundsen and Scott expeditions: Capt. Scott's Terra Nova Expedition sets out for the South Pole from his base camp.
1911-11-03,"Chevrolet officially enters the automobile market in the United States, in competition with the Ford Model T."
1911-11-04,"Morocco–Congo Treaty brings the Agadir Crisis to a close. This treaty leads Morocco to be split between France (as a protectorate) and Spain (as the colony of Spanish Sahara), with Germany forfeiting all claims to Morocco. In return, France gives Germany a portion of the French Congo (as Kamerun) and Germany cedes some of German Kamerun to France (as Chad)."
1911-11-05,"Italy annexes Tripoli and Cyrenaica (confirmed by an act of the Italian Parliament on February 25, 1912)."
1911-11-17,"Omega Psi Phi fraternity is founded on the campus of Howard University, in Washington, D.C."
1911-12-01,"Outer Mongolia, the predecessor of modern-day Mongolia, is declared independent from the Chinese Empire."
1911-12-02,Australasian Antarctic Expedition sets sail from Hobart.
1911-12-09,"Cross Mountain Mine disaster: A coal mine explosion near Briceville, Tennessee kills 84 miners, despite rescue efforts led by the United States Bureau of Mines."
1911-12-12,"The Delhi Durbar is held to mark the coronation of George V and Queen Mary as Emperor and Empress of India, and the transfer of the capital of British India from Calcutta to Delhi."
1911-12-14,"Amundsen and Scott expeditions: Roald Amundsen 's Norwegian expedition reaches the geographical South Pole, 34 days ahead of Capt. Scott. News of Amundsen's success will not reach the outside world until next March."
1911-12-18,28 – George V's 1911 hunting trip in Nepal.
1911-12-18,The first exhibition by Der Blaue Reiter group of painters opens in Munich.
1911-12-24,Lackawanna Cut-Off railway line opens in New Jersey and Pennsylvania.
1911-12-29,"The first suffrage organisation in Romania, Liga Drepturile si Datoriile Femeii, is founded."
1911-12-29,The Air Intelligence branch of Russia's Airforce is created.
1911-12-29,"New Zealand-born British physicist Ernest Rutherford deduces the existence of a compact atomic nucleus from experiments involving Rutherford scattering, proposing the Rutherford model of the atom."
1911-12-29,"The Encyclopædia Britannica Eleventh Edition is published under American management in England, by Cambridge University Press."
1911-12-29,Sun Yat-sen is elected Provisional President of the Republic of China.
1912-01-01,The Republic of China is established.
1912-01-05,The Prague Conference (6th All-Russian Conference of the Russian Social Democratic Labour Party) opens.
1912-01-06,German geophysicist Alfred Wegener first presents his theory of continental drift.
1912-01-06,New Mexico becomes the 47th U.S. state.
1912-01-08,"The African National Congress is founded as the South African Native National Congress, at the Waaihoek Wesleyan Church in Bloemfontein, to promote improved rights for black South Africans, with John Langalibalele Dube as its first president."
1912-01-12,In the 1912 German federal election the Social Democrats for the first time becomes the party with the most seats.
1912-01-14,"Raymond Poincaré forms a coalition government in France, beginning his first term of office as Prime Minister on 21 January."
1912-01-17,British polar explorer Captain Robert Falcon Scott and a team of four become the second expeditionary group to reach the South Pole.
1912-01-18,Prague Conference: Vladimir Lenin and the Bolshevik Party break away from the rest of the Russian Social Democratic Labour Party.
1912-01-22,"The Overseas Railroad officially opens with Henry Flagler, its owner, arriving on the first train to Key West, Florida, to a cheering crowd of 10,000."
1912-01-23,The International Opium Convention is signed at The Hague to restrict exports.
1912-02-12,The Manchu Qing dynasty of China comes to an end after 268 years with the abdication of the Xuantong Emperor Puyi in favour of the Republic of China.
1912-02-14,Arizona is admitted as the 48th state.
1912-02-24,"Battle of Beirut: Italy makes a surprise attack on the Ottoman port of Beirut, when the cruiser Giuseppe Garibaldi and the gunboat Volturno bombard the harbour, killing 97 sailors and civilians."
1912-02-29,"Serbia and Bulgaria secretly sign a treaty of alliance for a term of eight years, with each pledging to come to the defense of the other during war. The treaty of alliance would eventually be dishonored in World War I."
1912-03-01,Albert Berry is reported to have made the first parachute jump from a flying airplane.
1912-03-06,"Italian forces become the first to use airships in war as two dirigibles drop bombs on Turkish troops encamped at Janzur, from an altitude of 6,000 feet."
1912-03-07,"Roald Amundsen, in Hobart, Tasmania, announces his success in reaching the South Pole the previous December."
1912-03-12,"The Girl Scouts of the USA is founded by Juliette Gordon Low, in Savannah, Georgia."
1912-03-16,"Lawrence Oates, dying member of Scott 's South Pole expedition, leaves the tent saying, ""I am just going outside and may be some time."""
1912-03-22,"The State of Bihar is formed out of the erstwhile State of Bengal, in British India."
1912-03-27,"Mayor Yukio Ozaki of Tokyo gives 3,000 cherry trees to be planted in Washington, D.C., to symbolize the friendship between Japan and the United States."
1912-03-29,Robert Falcon Scott and the remaining members of his South Pole expedition die.
1912-03-30,The French Third Republic establishes the French protectorate in Morocco by the Treaty of Fes with Sultan Abd al-Hafid of Morocco.
1912-04-01,"A partial lunar eclipse takes place, the first of two lunar eclipses this year. It is the 61st lunar eclipse of the 111th Saros cycle, which started with a penumbral lunar eclipse on June 10, 830 AD and will conclude with another penumbral lunar eclipse on July 19, 2092."
